irrelevant,irrelevant,irrelevant,irrelevant,numerical_features,numerical_features,technician_latitude,technician_longitude,site_latitude,site_longitude,categorical_features,categorical_features,categorical_features,categorical_features,categorical_features,categorical_features,target_column,categorical_features,categorical_features,categorical_features,categorical_features
dwpz461110458,6-Jun-27,TECH1528,Vikram Singh,33,4.3,23.374878,85.335739,23.414878,85.375739,Refrigeration System Repair,Urgent Priority,Chiller Unit,Stormy,Medium ,Metropolitian ,2.583333333,Cosmetics,Routine Inspection,York,Affinity YXV
iegb214834761,7-Jun-27,TECH1529,Robert Taylor,30,4.7,12.98041,77.640489,13.02041,77.680489,HVAC Maintenance,Low Priority,Heat Pump,Sandstorms,Medium ,Metropolitian ,2.666666667,Home,Scheduled Maintenance ,Carrier,AquaEdge 23XR
ocwa633756358,8-Jun-27,TECH1530,Lisa Nguyen,30,4.4,22.307898,73.167788,22.437898,73.297788,Electrical Repair,Medium Priority,Ventilation System,Cloudy,Medium ,Metropolitian ,3.333333333,Cosmetics,Customer Complaint ,Trane,CenTraVac
xxku620056780,9-Jun-27,TECH1531,Carlos Rivera,21,4.9,26.911927,75.797282,26.941927,75.827282,Plumbing Maintenance,High Priority,Rooftop AC,Windy,Medium ,Metropolitian ,1.25,Clothing,Automated System Alert ,Lennox,Energence Ultra
vkzz832219130,10-Jun-27,TECH1532,Emma Brown,20,4.5,23.357804,85.325146,23.397804,85.365146,Boiler Servicing,Urgent Priority,Asset  type,Sunny,High ,Metropolitian ,4.25,Pet Supplies,Compliance Audit ,Daikin,VRV IV
ohzf165095441,11-Jun-27,TECH1533,Vikram Singh,28,4.6,0,0,0.03,0.03,Refrigeration System Repair,Low Priority,Air Conditioner,Cloudy,Medium ,Metropolitian ,1.416666667,Home,Routine Inspection,York,Affinity YXV
wafx978606463,12-Jun-27,TECH1534,Robert Taylor,26,4.6,19.876219,75.346017,19.886219,75.356017,HVAC Maintenance,Medium Priority,Chiller Unit,Fog,High ,Metropolitian ,1.833333333,Books,Scheduled Maintenance ,Carrier,AquaEdge 23XR
mjny778475225,13-Jun-27,TECH1535,Lisa Nguyen,31,4.3,25.450317,81.831681,25.470317,81.851681,Electrical Repair,High Priority,Heat Pump,Windy,High ,Metropolitian ,4,Cosmetics,Customer Complaint ,Trane,CenTraVac
lfkr680811422,14-Jun-27,TECH1536,Carlos Rivera,27,4.6,0,0,0.07,0.07,Plumbing Maintenance,Urgent Priority,Ventilation System,Fog,Jam ,Metropolitian ,3.583333333,Sports,Automated System Alert ,Lennox,Energence Ultra
fakz515425358,15-Jun-27,TECH1537,Emma Brown,32,5,18.994237,72.825553,19.124237,72.955553,Boiler Servicing,Low Priority,Rooftop AC,Sandstorms,Jam ,Metropolitian ,2.083333333,Skincare,Compliance Audit ,Daikin,VRV IV
intd941914908,16-Jun-27,TECH1538,Vikram Singh,23,4.9,21.175104,72.804342,21.195104,72.824342,Refrigeration System Repair,Medium Priority,Asset  type,Sunny,Low ,Urban ,0.833333333,Clothing,Routine Inspection,York,Affinity YXV
mmnq033985559,17-Jun-27,TECH1539,Robert Taylor,26,4.9,18.536562,73.896485,18.586562,73.946485,HVAC Maintenance,High Priority,Air Conditioner,Cloudy,Jam ,Metropolitian ,2.083333333,Electronics,Scheduled Maintenance ,Carrier,AquaEdge 23XR
egyg586560007,18-Jun-27,TECH1540,Lisa Nguyen,34,5,21.185047,72.80859,21.295047,72.91859,Electrical Repair,Urgent Priority,Chiller Unit,Fog,Medium ,Metropolitian ,2.5,Cosmetics,Customer Complaint ,Trane,CenTraVac
tsjg989601604,19-Jun-27,TECH1541,Carlos Rivera,37,4.7,18.546947,73.900626,18.596947,73.950626,Plumbing Maintenance,Low Priority,Heat Pump,Windy,Medium ,Metropolitian ,2.083333333,Apparel,Automated System Alert ,Lennox,Energence Ultra
dyyv405381763,20-Jun-27,TECH1542,Emma Brown,21,4.9,11.003008,76.97544,11.033008,77.00544,Boiler Servicing,Medium Priority,Ventilation System,Windy,Medium ,Other,2,Pet Supplies,Compliance Audit ,Daikin,VRV IV
ypoi593771415,21-Jun-27,TECH1543,Vikram Singh,28,4.6,12.304569,76.643622,12.354569,76.693622,Refrigeration System Repair,High Priority,Rooftop AC,Cloudy,Medium ,Metropolitian ,2.25,Pet Supplies,Routine Inspection,York,Affinity YXV
iwqj434088008,22-Jun-27,TECH1544,Robert Taylor,23,4.8,0,0,0.02,0.02,HVAC Maintenance,Urgent Priority,Asset  type,Windy,Low ,Urban ,0.916666667,Snacks,Scheduled Maintenance ,Carrier,AquaEdge 23XR
gvoc220746028,23-Jun-27,TECH1545,Lisa Nguyen,33,4.7,22.725748,75.898497,22.835748,76.008497,Electrical Repair,Low Priority,Air Conditioner,Sandstorms,Jam ,Metropolitian ,2.083333333,Outdoors,Customer Complaint ,Trane,CenTraVac
owjw109017720,24-Jun-27,TECH1546,Carlos Rivera,37,4.5,12.334022,76.618203,12.364022,76.648203,Plumbing Maintenance,Medium Priority,Chiller Unit,Fog,Low ,Metropolitian ,1.333333333,Kitchen,Automated System Alert ,Lennox,Energence Ultra
wnua569339256,25-Jun-27,TECH1547,Emma Brown,22,4.9,11.021278,76.995017,11.091278,77.065017,Boiler Servicing,High Priority,Heat Pump,Windy,Jam ,Urban ,1.333333333,Jewelry,Compliance Audit ,Daikin,VRV IV
rkkn946013798,26-Jun-27,TECH1548,Vikram Singh,29,5,17.411028,78.329645,17.501028,78.419645,Refrigeration System Repair,Urgent Priority,Ventilation System,Sandstorms,Jam ,Urban ,2.25,Cosmetics,Routine Inspection,York,Affinity YXV
sedz438633697,27-Jun-27,TECH1549,Robert Taylor,32,4.6,26.905287,75.794592,26.935287,75.824592,HVAC Maintenance,Low Priority,Rooftop AC,Cloudy,Low ,Metropolitian ,2,Cosmetics,Scheduled Maintenance ,Carrier,AquaEdge 23XR
phvu276201595,28-Jun-27,TECH1550,Lisa Nguyen,36,4.9,15.496162,73.825364,15.526162,73.855364,Electrical Repair,Medium Priority,Asset  type,Fog,Low ,Metropolitian ,1.25,Snacks,Customer Complaint ,Trane,CenTraVac
yzco846093054,29-Jun-27,TECH1551,Carlos Rivera,37,4.7,10.96185,76.971082,10.99185,77.001082,Plumbing Maintenance,High Priority,Air Conditioner,Fog,Low ,Metropolitian ,2.166666667,Home,Automated System Alert ,Lennox,Energence Ultra
kbxz166579673,30-Jun-27,TECH1552,Emma Brown,31,4.8,26.921411,75.793604,26.931411,75.803604,Boiler Servicing,Urgent Priority,Chiller Unit,Fog,Low ,Metropolitian ,1.583333333,Jewelry,Compliance Audit ,Daikin,VRV IV
jsvc767291402,1-Jul-27,TECH1553,Vikram Singh,21,4.9,18.546258,73.904337,18.606258,73.964337,Refrigeration System Repair,Low Priority,Heat Pump,Fog,Medium ,Metropolitian ,1.5,Electronics,Routine Inspection,York,Affinity YXV
rbfe187517457,2-Jul-27,TECH1554,Robert Taylor,35,4.5,26.956431,75.776649,27.046431,75.866649,HVAC Maintenance,Medium Priority,Ventilation System,Stormy,Jam ,Metropolitian ,3.666666667,Cosmetics,Scheduled Maintenance ,Carrier,AquaEdge 23XR
bsrk558755933,3-Jul-27,TECH1555,Lisa Nguyen,36,4.9,11.003681,76.975525,11.073681,77.045525,Electrical Repair,High Priority,Rooftop AC,Windy,Low ,Metropolitian ,1.916666667,Books,Customer Complaint ,Trane,CenTraVac
dgye215214408,4-Jul-27,TECH1556,Carlos Rivera,34,4.5,13.058616,80.264151,13.108616,80.314151,Plumbing Maintenance,Urgent Priority,Asset  type,Windy,Jam ,Metropolitian ,2.166666667,Shoes,Automated System Alert ,Lennox,Energence Ultra
eyhx467155501,5-Jul-27,TECH1557,Emma Brown,26,4.5,10.020683,76.310631,10.030683,76.320631,Boiler Servicing,Low Priority,Air Conditioner,Fog,Low ,Urban ,1.833333333,Home,Compliance Audit ,Daikin,VRV IV
cpvr765393098,6-Jul-27,TECH1558,Vikram Singh,39,4.7,26.914142,75.805704,26.984142,75.875704,Refrigeration System Repair,Medium Priority,Chiller Unit,Sunny,Jam ,Metropolitian ,1.583333333,Sports,Routine Inspection,York,Affinity YXV
jrzz070590798,7-Jul-27,TECH1559,Robert Taylor,33,4.7,12.337928,76.617889,12.347928,76.627889,HVAC Maintenance,High Priority,Heat Pump,Sunny,Low ,Urban ,0.833333333,Electronics,Scheduled Maintenance ,Carrier,AquaEdge 23XR
wpvn370540505,8-Jul-27,TECH1560,Lisa Nguyen,36,4.9,22.311844,73.165081,22.381844,73.235081,Electrical Repair,Urgent Priority,Ventilation System,Windy,Medium ,Other,3.333333333,Home,Customer Complaint ,Trane,CenTraVac
tifw976395462,9-Jul-27,TECH1561,Carlos Rivera,36,4.6,0,0,0.08,0.08,Plumbing Maintenance,Low Priority,Rooftop AC,Stormy,Low ,Metropolitian ,2.083333333,Pet Supplies,Automated System Alert ,Lennox,Energence Ultra
icti836263169,10-Jul-27,TECH1562,Emma Brown,27,4.5,23.355164,85.324097,23.365164,85.334097,Boiler Servicing,Medium Priority,Asset  type,Cloudy,High ,Urban ,1.666666667,Kitchen,Compliance Audit ,Daikin,VRV IV
kddb655628516,11-Jul-27,TECH1563,Vikram Singh,37,4.8,22.569358,88.433452,22.619358,88.483452,Refrigeration System Repair,High Priority,Air Conditioner,Stormy,Jam ,Metropolitian ,2.333333333,Outdoors,Routine Inspection,York,Affinity YXV
vnhq327619759,12-Jul-27,TECH1564,Robert Taylor,28,4.7,0,0,0.05,0.05,HVAC Maintenance,Urgent Priority,Chiller Unit,Cloudy,Low ,Metropolitian ,1.416666667,Shoes,Scheduled Maintenance ,Carrier,AquaEdge 23XR
npch760309383,13-Jul-27,TECH1565,Lisa Nguyen,21,4.7,22.753839,75.897429,22.863838,76.007429,Electrical Repair,Low Priority,Heat Pump,Sandstorms,Low ,Metropolitian ,1.25,Kitchen,Customer Complaint ,Trane,CenTraVac
evvs500014087,14-Jul-27,TECH1566,Carlos Rivera,28,4.3,11.006686,76.951736,11.016686,76.961736,Plumbing Maintenance,Medium Priority,Ventilation System,Stormy,Low ,Metropolitian ,1.75,Jewelry,Automated System Alert ,Lennox,Energence Ultra
tech899419111,15-Jul-27,TECH1567,Emma Brown,26,3.9,22.761226,75.887522,22.791226,75.917522,Boiler Servicing,High Priority,Rooftop AC,Sunny,Jam ,Metropolitian ,3.833333333,Jewelry,Compliance Audit ,Daikin,VRV IV
gtvm381235972,16-Jul-27,TECH1568,Vikram Singh,39,4.7,17.433809,78.386744,17.473809,78.426744,Refrigeration System Repair,Urgent Priority,Asset  type,Fog,Medium ,Metropolitian ,1.5,Shoes,Routine Inspection,York,Affinity YXV
omzj432297634,17-Jul-27,TECH1569,Robert Taylor,27,4.8,23.232537,77.429845,23.242537,77.439845,HVAC Maintenance,Low Priority,Air Conditioner,Fog,Low ,Urban ,0.833333333,Sports,Scheduled Maintenance ,Carrier,AquaEdge 23XR
essy604523183,18-Jul-27,TECH1570,Lisa Nguyen,38,4.7,15.496162,73.825364,15.526162,73.855364,Electrical Repair,Medium Priority,Chiller Unit,Sunny,Medium ,Metropolitian ,2.416666667,Toys,Customer Complaint ,Trane,CenTraVac
cusu248875311,19-Jul-27,TECH1571,Carlos Rivera,32,4.1,23.371292,85.327872,23.431292,85.387872,Plumbing Maintenance,High Priority,Heat Pump,Stormy,Jam ,Metropolitian ,3.5,Toys,Automated System Alert ,Lennox,Energence Ultra
edco522391392,20-Jul-27,TECH1572,Emma Brown,25,5,23.351058,85.325731,23.421058,85.395731,Boiler Servicing,Urgent Priority,Ventilation System,Fog,Jam ,Metropolitian ,2.916666667,Outdoors,Compliance Audit ,Daikin,VRV IV
ctoj872363102,21-Jul-27,TECH1573,Vikram Singh,38,4.9,11.010375,76.95295,11.060375,77.00295,Refrigeration System Repair,Low Priority,Rooftop AC,Windy,Jam ,Metropolitian ,2.333333333,Sports,Routine Inspection,York,Affinity YXV
taqs429293566,22-Jul-27,TECH1574,Robert Taylor,33,4.9,18.55144,73.804855,18.68144,73.934855,HVAC Maintenance,Medium Priority,Asset  type,Stormy,Medium ,Metropolitian ,1.833333333,Toys,Scheduled Maintenance ,Carrier,AquaEdge 23XR
vqty702282323,23-Jul-27,TECH1575,Lisa Nguyen,31,4.7,17.430448,78.418213,17.470448,78.458213,Electrical Repair,High Priority,Air Conditioner,Cloudy,Medium ,Urban ,1.416666667,Jewelry,Customer Complaint ,Trane,CenTraVac
rpge560994264,24-Jul-27,TECH1576,Carlos Rivera,22,4.6,18.520016,73.830547,18.530016,73.840547,Plumbing Maintenance,Urgent Priority,Chiller Unit,Sunny,Low ,Metropolitian ,1.333333333,Outdoors,Automated System Alert ,Lennox,Energence Ultra
rqcs923125271,25-Jul-27,TECH1577,Emma Brown,27,4.8,22.311603,73.165012,22.441603,73.295012,Boiler Servicing,Low Priority,Heat Pump,Fog,Low ,Metropolitian ,1.833333333,Shoes,Compliance Audit ,Daikin,VRV IV
bkmx082772212,26-Jul-27,TECH1578,Vikram Singh,31,4.9,18.530963,73.828972,18.560963,73.858972,Refrigeration System Repair,Medium Priority,Ventilation System,Windy,Low ,Metropolitian ,1.916666667,Jewelry,Routine Inspection,York,Affinity YXV
cfhn315113890,27-Jul-27,TECH1579,Robert Taylor,29,4.5,12.972793,80.249982,13.102793,80.379982,HVAC Maintenance,High Priority,Rooftop AC,Windy,Low ,Urban ,1.416666667,Skincare,Scheduled Maintenance ,Carrier,AquaEdge 23XR
adiv498964791,28-Jul-27,TECH1580,Lisa Nguyen,27,4.2,19.178321,72.834715,19.228321,72.884715,Electrical Repair,Urgent Priority,Asset  type,Sandstorms,Low ,Urban ,1.5,Books,Customer Complaint ,Trane,CenTraVac
hojv987068372,29-Jul-27,TECH1581,Carlos Rivera,35,5,12.975377,77.696664,12.985377,77.706664,Plumbing Maintenance,Low Priority,Air Conditioner,Stormy,High ,Metropolitian ,3.583333333,Skincare,Automated System Alert ,Lennox,Energence Ultra
zvkx405674622,30-Jul-27,TECH1582,Emma Brown,34,4.5,17.431668,78.408321,17.521668,78.498321,Boiler Servicing,Medium Priority,Chiller Unit,Stormy,Medium ,Metropolitian ,1.916666667,Kitchen,Compliance Audit ,Daikin,VRV IV
fgzk425074716,31-Jul-27,TECH1583,Vikram Singh,36,4.2,18.53408,73.89852,18.59408,73.95852,Refrigeration System Repair,High Priority,Heat Pump,Cloudy,Medium ,Metropolitian ,2.75,Apparel,Routine Inspection,York,Affinity YXV
paom510411686,1-Aug-27,TECH1584,Robert Taylor,38,5,12.949934,77.699386,12.969934,77.719386,HVAC Maintenance,Urgent Priority,Ventilation System,Cloudy,High ,Metropolitian ,2.083333333,Electronics,Scheduled Maintenance ,Carrier,AquaEdge 23XR
nung093192090,2-Aug-27,TECH1585,Lisa Nguyen,25,4.6,30.899992,75.831338,30.929992,75.861338,Electrical Repair,Low Priority,Rooftop AC,Stormy,Low ,Urban ,1.583333333,Apparel,Customer Complaint ,Trane,CenTraVac
fwvo451250409,3-Aug-27,TECH1586,Carlos Rivera,27,4.8,0,0,0.08,0.08,Plumbing Maintenance,Medium Priority,Asset  type,Sunny,Jam ,Metropolitian ,1,Kitchen,Automated System Alert ,Lennox,Energence Ultra
awyc243905733,4-Aug-27,TECH1587,Emma Brown,33,4.7,13.02978,80.208812,13.05978,80.238812,Boiler Servicing,High Priority,Air Conditioner,Sunny,Low ,Metropolitian ,0.833333333,Outdoors,Compliance Audit ,Daikin,VRV IV
unic591472044,5-Aug-27,TECH1588,Vikram Singh,32,4.8,23.369746,85.33982,23.429746,85.39982,Refrigeration System Repair,Urgent Priority,Chiller Unit,Fog,Jam ,Metropolitian ,2.75,Jewelry,Routine Inspection,York,Affinity YXV
nhdk983966912,6-Aug-27,TECH1589,Robert Taylor,28,4.9,26.902908,75.792934,26.932908,75.822934,HVAC Maintenance,Low Priority,Heat Pump,Sandstorms,Medium ,Metropolitian ,2.25,Kitchen,Scheduled Maintenance ,Carrier,AquaEdge 23XR
kgbi202766353,7-Aug-27,TECH1590,Lisa Nguyen,25,4.2,22.745049,75.892471,22.765049,75.912471,Electrical Repair,Medium Priority,Ventilation System,Windy,Low ,Metropolitian ,2.416666667,Pet Supplies,Customer Complaint ,Trane,CenTraVac
rxrk922214537,8-Aug-27,TECH1591,Carlos Rivera,36,4.7,17.440827,78.393391,17.460827,78.413391,Plumbing Maintenance,High Priority,Rooftop AC,Windy,High ,Urban ,2.083333333,Clothing,Automated System Alert ,Lennox,Energence Ultra
iauj712732773,9-Aug-27,TECH1592,Emma Brown,26,4.9,12.914264,77.6784,12.984264,77.7484,Boiler Servicing,Urgent Priority,Asset  type,Sandstorms,Jam ,Metropolitian ,1.416666667,Books,Compliance Audit ,Daikin,VRV IV
itdi360890843,10-Aug-27,TECH1593,Vikram Singh,22,5,12.934179,77.615797,13.064179,77.745797,Refrigeration System Repair,Low Priority,Air Conditioner,Sunny,Jam ,Metropolitian ,2.833333333,Skincare,Routine Inspection,York,Affinity YXV
ziyc225083622,11-Aug-27,TECH1594,Robert Taylor,39,4.9,11.016298,76.972076,11.086298,77.042076,HVAC Maintenance,Medium Priority,Chiller Unit,Windy,Jam ,Metropolitian ,2.416666667,Skincare,Scheduled Maintenance ,Carrier,AquaEdge 23XR
cuql549797849,12-Aug-27,TECH1595,Lisa Nguyen,34,4.7,10.000706,76.349516,10.060706,76.409516,Electrical Repair,High Priority,Heat Pump,Fog,Jam ,Metropolitian ,2.833333333,Books,Customer Complaint ,Trane,CenTraVac
uihw861416295,13-Aug-27,TECH1596,Carlos Rivera,33,4.8,25.454697,81.834492,25.474697,81.854492,Plumbing Maintenance,Urgent Priority,Ventilation System,Stormy,Low ,Metropolitian ,2.333333333,Sports,Automated System Alert ,Lennox,Energence Ultra
cmqf429277404,14-Aug-27,TECH1597,Emma Brown,31,4.6,12.297954,76.665169,12.347954,76.715169,Boiler Servicing,Low Priority,Rooftop AC,Sandstorms,Medium ,Urban ,2.166666667,Home,Compliance Audit ,Daikin,VRV IV
iypw167065359,15-Aug-27,TECH1598,Vikram Singh,35,5,12.906229,77.596791,12.946229,77.636791,Refrigeration System Repair,Medium Priority,Asset  type,Cloudy,High ,Urban ,3.083333333,Snacks,Routine Inspection,York,Affinity YXV
aecv597151350,16-Aug-27,TECH1599,Robert Taylor,29,4.7,26.905287,75.794592,27.035287,75.924592,HVAC Maintenance,High Priority,Air Conditioner,Sandstorms,Medium ,Metropolitian ,1.916666667,Books,Scheduled Maintenance ,Carrier,AquaEdge 23XR
addp276655174,17-Aug-27,TECH1600,Lisa Nguyen,32,3.8,21.186608,72.794136,21.296608,72.904136,Electrical Repair,Urgent Priority,Chiller Unit,Windy,Jam ,Metropolitian ,2.583333333,Sports,Customer Complaint ,Trane,CenTraVac
jvev469820141,18-Aug-27,TECH1601,Carlos Rivera,29,4,18.636215,73.751081,18.716215,73.831081,Plumbing Maintenance,Low Priority,Heat Pump,Stormy,Jam ,Urban ,2.75,Toys,Automated System Alert ,Lennox,Energence Ultra
twuy336541938,19-Aug-27,TECH1602,Emma Brown,23,4.9,13.044694,80.26147,13.084694,80.30147,Boiler Servicing,Medium Priority,Ventilation System,Windy,High ,Metropolitian ,1.083333333,Skincare,Compliance Audit ,Daikin,VRV IV
uotq333364336,20-Aug-27,TECH1603,Vikram Singh,24,5,23.351489,85.324253,23.371489,85.344253,Refrigeration System Repair,High Priority,Rooftop AC,Stormy,High ,Metropolitian ,0.916666667,Jewelry,Routine Inspection,York,Affinity YXV
opdf699695945,21-Aug-27,TECH1604,Robert Taylor,39,4.7,22.727021,75.884167,22.737021,75.894167,HVAC Maintenance,Urgent Priority,Asset  type,Fog,Low ,Metropolitian ,1.333333333,Clothing,Scheduled Maintenance ,Carrier,AquaEdge 23XR
vwml283310596,22-Aug-27,TECH1605,Lisa Nguyen,20,4.9,17.429585,78.392621,17.449585,78.412621,Electrical Repair,Low Priority,Air Conditioner,Windy,High ,Metropolitian ,1.333333333,Skincare,Customer Complaint ,Trane,CenTraVac
jlwh564514757,23-Aug-27,TECH1606,Carlos Rivera,31,4.6,26.90294,75.793007,26.99294,75.883007,Plumbing Maintenance,Medium Priority,Chiller Unit,Sandstorms,Low ,Urban ,1.416666667,Pet Supplies,Automated System Alert ,Lennox,Energence Ultra
fdng780283298,24-Aug-27,TECH1607,Emma Brown,22,4.9,19.055831,72.833984,19.165831,72.943984,Boiler Servicing,High Priority,Heat Pump,Cloudy,Low ,Metropolitian ,1.833333333,Pet Supplies,Compliance Audit ,Daikin,VRV IV
rmle339606284,25-Aug-27,TECH1608,Vikram Singh,34,4.7,0,0,0.13,0.13,Refrigeration System Repair,Urgent Priority,Ventilation System,Cloudy,Jam ,Metropolitian ,3.333333333,Sports,Routine Inspection,York,Affinity YXV
fokf045562405,26-Aug-27,TECH1609,Robert Taylor,29,4.9,0,0,0.03,0.03,HVAC Maintenance,Low Priority,Rooftop AC,Sunny,Medium ,Metropolitian ,0.283333333,Grocery,Scheduled Maintenance ,Carrier,AquaEdge 23XR
mmhe959868409,27-Aug-27,TECH1610,Lisa Nguyen,34,4.8,23.353783,85.326967,23.423783,85.396967,Electrical Repair,Medium Priority,Asset  type,Fog,Low ,Metropolitian ,2.333333333,Toys,Customer Complaint ,Trane,CenTraVac
rzbq717508778,28-Aug-27,TECH1611,Carlos Rivera,25,4.8,23.214459,77.434976,23.254459,77.474976,Plumbing Maintenance,High Priority,Air Conditioner,Windy,Medium ,Urban ,1.25,Jewelry,Automated System Alert ,Lennox,Energence Ultra
pgae607790008,29-Aug-27,TECH1612,Emma Brown,25,4.9,13.086438,80.220672,13.136439,80.270672,Boiler Servicing,Urgent Priority,Chiller Unit,Windy,Medium ,Metropolitian ,2.416666667,Kitchen,Compliance Audit ,Daikin,VRV IV
hpua184773788,30-Aug-27,TECH1613,Vikram Singh,35,4.8,22.311358,73.164798,22.371358,73.224798,Refrigeration System Repair,Low Priority,Heat Pump,Fog,Jam ,Metropolitian ,2.5,Snacks,Routine Inspection,York,Affinity YXV
gggb753628772,31-Aug-27,TECH1614,Robert Taylor,24,4.5,19.178321,72.834715,19.238321,72.894715,HVAC Maintenance,Medium Priority,Ventilation System,Fog,Low ,Metropolitian ,2,Home,Scheduled Maintenance ,Carrier,AquaEdge 23XR
yskx271672040,1-Sep-27,TECH1615,Lisa Nguyen,28,4.6,21.157729,72.768726,21.167729,72.778726,Electrical Repair,High Priority,Rooftop AC,Stormy,Low ,Metropolitian ,0.916666667,Outdoors,Customer Complaint ,Trane,CenTraVac
vwhm385500781,2-Sep-27,TECH1616,Carlos Rivera,20,4.9,21.185047,72.80859,21.265047,72.88859,Plumbing Maintenance,Urgent Priority,Asset  type,Windy,Low ,Metropolitian ,2,Jewelry,Automated System Alert ,Lennox,Energence Ultra
agux910512982,3-Sep-27,TECH1617,Emma Brown,37,5,13.026286,80.275235,13.096286,80.345235,Boiler Servicing,Low Priority,Air Conditioner,Sandstorms,Medium ,Urban ,2.416666667,Home,Compliance Audit ,Daikin,VRV IV
jume050100672,4-Sep-27,TECH1618,Vikram Singh,38,3.8,0,0,0.07,0.07,Refrigeration System Repair,Medium Priority,Chiller Unit,Fog,Low ,Metropolitian ,2.75,Toys,Routine Inspection,York,Affinity YXV
mafw581032294,5-Sep-27,TECH1619,Robert Taylor,34,4.8,12.935662,77.61413,12.955662,77.63413,HVAC Maintenance,High Priority,Heat Pump,Fog,Low ,Metropolitian ,1.416666667,Electronics,Scheduled Maintenance ,Carrier,AquaEdge 23XR
nrmz910220511,6-Sep-27,TECH1620,Lisa Nguyen,29,4.7,12.3085,76.665808,12.3185,76.675808,Electrical Repair,Urgent Priority,Ventilation System,Sunny,Low ,Urban ,1.416666667,Snacks,Customer Complaint ,Trane,CenTraVac
goym112724831,7-Sep-27,TECH1621,Carlos Rivera,27,4.4,19.103249,72.846749,19.173249,72.916749,Plumbing Maintenance,Low Priority,Rooftop AC,Stormy,Medium ,Metropolitian ,2.75,Cosmetics,Automated System Alert ,Lennox,Energence Ultra
mcjg202506760,8-Sep-27,TECH1622,Emma Brown,27,4.1,21.173493,72.801953,21.243493,72.871953,Boiler Servicing,Medium Priority,Asset  type,Fog,Jam ,Metropolitian ,3.666666667,Toys,Compliance Audit ,Daikin,VRV IV
gvjx942268592,9-Sep-27,TECH1623,Vikram Singh,38,4.8,12.978453,77.643685,12.998453,77.663685,Refrigeration System Repair,High Priority,Air Conditioner,Windy,Low ,Metropolitian ,2.25,Home,Routine Inspection,York,Affinity YXV
oosb954281783,10-Sep-27,TECH1624,Robert Taylor,37,4.1,22.308096,73.167753,22.378096,73.237753,HVAC Maintenance,Urgent Priority,Chiller Unit,Sunny,Medium ,Metropolitian ,0.633333333,Grocery,Scheduled Maintenance ,Carrier,AquaEdge 23XR
msst937092386,11-Sep-27,TECH1625,Lisa Nguyen,37,5,0,0,0.05,0.05,Electrical Repair,Low Priority,Heat Pump,Fog,Medium ,Metropolitian ,0.3,Grocery,Customer Complaint ,Trane,CenTraVac
yarl392103492,12-Sep-27,TECH1626,Carlos Rivera,35,4.6,12.913041,77.683237,13.003041,77.773237,Plumbing Maintenance,Medium Priority,Ventilation System,Sandstorms,Medium ,Metropolitian ,3.083333333,Snacks,Automated System Alert ,Lennox,Energence Ultra
trvz490719836,13-Sep-27,TECH1627,Emma Brown,25,4.9,23.351489,85.324253,23.391489,85.364253,Boiler Servicing,High Priority,Rooftop AC,Windy,High ,Metropolitian ,1.666666667,Shoes,Compliance Audit ,Daikin,VRV IV
kwvo176250144,14-Sep-27,TECH1628,Vikram Singh,28,4.8,26.905287,75.794592,27.045287,75.934592,Refrigeration System Repair,Urgent Priority,Asset  type,Cloudy,Jam ,Metropolitian ,3.083333333,Shoes,Routine Inspection,York,Affinity YXV
wjky761986350,15-Sep-27,TECH1629,Robert Taylor,33,4.6,23.374989,85.335486,23.394989,85.355486,HVAC Maintenance,Low Priority,Air Conditioner,Cloudy,Low ,Metropolitian ,1.583333333,Snacks,Scheduled Maintenance ,Carrier,AquaEdge 23XR
rleh153953902,16-Sep-27,TECH1630,Lisa Nguyen,29,4.9,11.021278,76.995017,11.101278,77.075017,Electrical Repair,Medium Priority,Chiller Unit,Sandstorms,Jam ,Metropolitian ,2,Outdoors,Customer Complaint ,Trane,CenTraVac
vcpo904984519,17-Sep-27,TECH1631,Carlos Rivera,21,4.7,21.186884,72.793616,21.296884,72.903616,Plumbing Maintenance,High Priority,Heat Pump,Stormy,Medium ,Metropolitian ,1.25,Jewelry,Automated System Alert ,Lennox,Energence Ultra
qith021312304,18-Sep-27,TECH1632,Emma Brown,27,4.6,21.186608,72.794136,21.196608,72.804136,Boiler Servicing,Urgent Priority,Ventilation System,Windy,Low ,Metropolitian ,1,Cosmetics,Compliance Audit ,Daikin,VRV IV
yxel261089528,19-Sep-27,TECH1633,Vikram Singh,32,4.9,30.893244,75.821817,30.943244,75.871817,Refrigeration System Repair,Low Priority,Rooftop AC,Sunny,Jam ,Metropolitian ,1.333333333,Skincare,Routine Inspection,York,Affinity YXV
whjk646058031,20-Sep-27,TECH1634,Robert Taylor,35,4.5,12.981615,80.231598,13.001615,80.251598,HVAC Maintenance,Medium Priority,Asset  type,Windy,Low ,Urban ,1.666666667,Shoes,Scheduled Maintenance ,Carrier,AquaEdge 23XR
svxy111176694,21-Sep-27,TECH1635,Lisa Nguyen,37,3.6,30.893234,75.82172,30.983234,75.91172,Electrical Repair,High Priority,Air Conditioner,Stormy,Medium ,Metropolitian ,3.166666667,Sports,Customer Complaint ,Trane,CenTraVac
pqlj119874486,22-Sep-27,TECH1636,Carlos Rivera,28,5,21.173343,72.792731,21.203343,72.822731,Plumbing Maintenance,Urgent Priority,Chiller Unit,Sunny,Low ,Urban ,1.25,Books,Automated System Alert ,Lennox,Energence Ultra
